ZipCode,CountyFips,CountyName,StateCode,ResidentialRatio
34290,12115,"Sarasota County",FL,1
34291,12115,"Sarasota County",FL,1
34292,12115,"Sarasota County",FL,1
34293,12115,"Sarasota County",FL,1
34295,12115,"Sarasota County",FL,1
34420,12083,"Marion County",FL,1
34421,12083,"Marion County",FL,1
34423,12017,"Citrus County",FL,1
34428,12017,"Citrus County",FL,1
34429,12017,"Citrus County",FL,1
34430,12083,"Marion County",FL,1
34431,12083,"Marion County",FL,1
34432,12083,"Marion County",FL,1
34433,12017,"Citrus County",FL,1
34434,12017,"Citrus County",FL,1
34436,12017,"Citrus County",FL,1
34441,12017,"Citrus County",FL,1
34442,12017,"Citrus County",FL,1
34445,12017,"Citrus County",FL,1
34446,12017,"Citrus County",FL,1
34447,12017,"Citrus County",FL,1
34448,12017,"Citrus County",FL,1
34449,12075,"Levy County",FL,1
34450,12017,"Citrus County",FL,1
34451,12017,"Citrus County",FL,1
34452,12017,"Citrus County",FL,1
34453,12017,"Citrus County",FL,1
34460,12017,"Citrus County",FL,1
34461,12017,"Citrus County",FL,1
34464,12017,"Citrus County",FL,1
34465,12017,"Citrus County",FL,1
34470,12083,"Marion County",FL,1
34471,12083,"Marion County",FL,1
34472,12083,"Marion County",FL,1
34473,12083,"Marion County",FL,1
34474,12083,"Marion County",FL,1
34475,12083,"Marion County",FL,1
34476,12083,"Marion County",FL,1
34477,12083,"Marion County",FL,1
34478,12083,"Marion County",FL,1
34479,12083,"Marion County",FL,1
34480,12083,"Marion County",FL,1
34481,12083,"Marion County",FL,1
34482,12083,"Marion County",FL,1
34483,12083,"Marion County",FL,1
34484,12119,"Sumter County",FL,1
34487,12017,"Citrus County",FL,1
34488,12083,"Marion County",FL,1
34489,12083,"Marion County",FL,1
34491,12083,"Marion County",FL,1
34492,12083,"Marion County",FL,1
34498,12075,"Levy County",FL,1
34601,12053,"Hernando County",FL,1
34602,12053,"Hernando County",FL,1
34603,12053,"Hernando County",FL,1
34604,12053,"Hernando County",FL,1
34605,12053,"Hernando County",FL,1
34606,12053,"Hernando County",FL,1
34607,12053,"Hernando County",FL,1
34608,12053,"Hernando County",FL,1
34609,12053,"Hernando County",FL,1
34610,12101,"Pasco County",FL,1
34611,12053,"Hernando County",FL,1
34613,12053,"Hernando County",FL,1
34614,12053,"Hernando County",FL,1
34636,12053,"Hernando County",FL,1
34637,12101,"Pasco County",FL,1
34638,12101,"Pasco County",FL,1
34639,12101,"Pasco County",FL,1
34652,12101,"Pasco County",FL,1
34653,12101,"Pasco County",FL,1
34654,12101,"Pasco County",FL,1
34655,12101,"Pasco County",FL,1
34656,12101,"Pasco County",FL,1
34660,12103,"Pinellas County",FL,1
34661,12053,"Hernando County",FL,1
34667,12101,"Pasco County",FL,1
34668,12101,"Pasco County",FL,1
34669,12101,"Pasco County",FL,1
34673,12101,"Pasco County",FL,1
34674,12101,"Pasco County",FL,1
34677,12103,"Pinellas County",FL,1
34679,12101,"Pasco County",FL,1
34680,12101,"Pasco County",FL,1
34681,12103,"Pinellas County",FL,1
34682,12103,"Pinellas County",FL,1
34683,12103,"Pinellas County",FL,1
34684,12103,"Pinellas County",FL,1
34685,12103,"Pinellas County",FL,1
34688,12103,"Pinellas County",FL,1
34689,12103,"Pinellas County",FL,1
34690,12101,"Pasco County",FL,1
34691,12101,"Pasco County",FL,1
34692,12101,"Pasco County",FL,1
34695,12103,"Pinellas County",FL,1
34697,12103,"Pinellas County",FL,1
34698,12103,"Pinellas County",FL,1
34705,12069,"Lake County",FL,1
34711,12069,"Lake County",FL,1
34712,12069,"Lake County",FL,1
34713,12069,"Lake County",FL,1
34714,12105,"Polk County",FL,1
34715,12069,"Lake County",FL,1
34729,12069,"Lake County",FL,1
34731,12069,"Lake County",FL,1
34734,12095,"Orange County",FL,1
34736,12069,"Lake County",FL,1
34737,12069,"Lake County",FL,1
34739,12097,"Osceola County",FL,1
34740,12095,"Orange County",FL,1
34741,12097,"Osceola County",FL,1
34742,12097,"Osceola County",FL,1
34743,12097,"Osceola County",FL,1
34744,12097,"Osceola County",FL,1
34745,12097,"Osceola County",FL,1
34746,12097,"Osceola County",FL,1
34747,12097,"Osceola County",FL,1
34748,12069,"Lake County",FL,1
34749,12069,"Lake County",FL,1
34753,12069,"Lake County",FL,1
34755,12069,"Lake County",FL,1
34756,12069,"Lake County",FL,1
34758,12097,"Osceola County",FL,1
34759,12105,"Polk County",FL,1
34760,12095,"Orange County",FL,1
34761,12095,"Orange County",FL,1
34762,12069,"Lake County",FL,1
34769,12097,"Osceola County",FL,1
34770,12097,"Osceola County",FL,1
34771,12097,"Osceola County",FL,1
34772,12097,"Osceola County",FL,1
34773,12097,"Osceola County",FL,1
34777,12095,"Orange County",FL,1
34778,12095,"Orange County",FL,1
34785,12119,"Sumter County",FL,1
34786,12095,"Orange County",FL,1
34787,12095,"Orange County",FL,1
34788,12069,"Lake County",FL,1
34789,12069,"Lake County",FL,1
34797,12069,"Lake County",FL,1
34945,12111,"St. Lucie County",FL,1
34946,12111,"St. Lucie County",FL,1
34947,12111,"St. Lucie County",FL,1
34948,12111,"St. Lucie County",FL,1
34949,12111,"St. Lucie County",FL,1
34950,12111,"St. Lucie County",FL,1
34951,12111,"St. Lucie County",FL,1
34952,12111,"St. Lucie County",FL,1
34953,12111,"St. Lucie County",FL,1
34954,12111,"St. Lucie County",FL,1
34956,12085,"Martin County",FL,1
34957,12085,"Martin County",FL,1
34958,12085,"Martin County",FL,1
34972,12093,"Okeechobee County",FL,1
34973,12093,"Okeechobee County",FL,1
34974,12093,"Okeechobee County",FL,1
34979,12111,"St. Lucie County",FL,1
34981,12111,"St. Lucie County",FL,1
34982,12111,"St. Lucie County",FL,1
34983,12111,"St. Lucie County",FL,1
34984,12111,"St. Lucie County",FL,1
34985,12111,"St. Lucie County",FL,1
34986,12111,"St. Lucie County",FL,1
34987,12111,"St. Lucie County",FL,1
34988,12111,"St. Lucie County",FL,1
34990,12085,"Martin County",FL,1
34991,12085,"Martin County",FL,1
34992,12085,"Martin County",FL,1
34994,12085,"Martin County",FL,1
34995,12085,"Martin County",FL,1
34996,12085,"Martin County",FL,1
34997,12085,"Martin County",FL,1
